수집시각,장소명,혼잡도,인구최소,인구최대
2026-05-04 02:14,서울역,보통,22000,24000
2026-05-04 02:14,선릉역,보통,50000,52000
2026-05-04 02:14,성신여대입구역,여유,5000,5500
2026-05-04 02:14,수유역,여유,10000,12000
2026-05-04 02:14,신논현역·논현역,여유,10000,12000
2026-05-04 02:14,신도림역,여유,7000,7500
2026-05-04 02:14,신림역,여유,9000,9500
2026-05-04 02:14,신촌·이대역,여유,30000,32000
2026-05-04 02:14,양재역,보통,14000,16000
2026-05-04 02:14,역삼역,보통,32000,34000
2026-05-04 02:14,연신내역,여유,7000,7500
2026-05-04 02:14,오목교역·목동운동장,여유,58000,60000
2026-05-04 02:14,왕십리역,여유,16000,18000
2026-05-04 02:14,용산역,보통,16000,18000
2026-05-04 02:14,이태원역,여유,2500,3000
2026-05-04 02:14,장지역,보통,18000,20000
2026-05-04 02:14,장한평역,여유,10000,12000
2026-05-04 02:14,천호역,여유,8000,8500
2026-05-04 02:14,총신대입구(이수)역,여유,10000,12000
2026-05-04 02:14,충정로역,보통,7000,7500
2026-05-04 02:14,합정역,여유,9000,9500
2026-05-04 02:14,혜화역,여유,12000,14000
2026-05-04 02:14,홍대입구역(2호선),여유,14000,16000
2026-05-04 02:14,회기역,여유,8500,9000
2026-05-04 02:14,쌍문역,약간 붐빔,7000,7500
2026-05-04 02:14,신정네거리역,여유,1000,1500
2026-05-04 02:14,잠실새내역,여유,9000,9500
2026-05-04 02:14,잠실역,보통,26000,28000
2026-05-04 02:14,시의회 앞,보통,10000,12000
2026-05-04 02:14,숭례문,보통,14000,16000
2026-05-04 02:14,가락시장,여유,8500,9000
2026-05-04 02:14,가로수길,보통,24000,26000
2026-05-04 02:14,광장(전통)시장,여유,4000,4500
2026-05-04 02:14,김포공항,여유,8000,8500
2026-05-04 02:14,노량진,여유,20000,22000
2026-05-04 02:14,덕수궁길·정동길,여유,4000,4500
2026-05-04 02:14,북촌한옥마을,여유,12000,14000
2026-05-04 02:14,서촌,여유,12000,14000
2026-05-04 02:14,성수카페거리,보통,30000,32000
2026-05-04 02:14,압구정로데오거리,여유,24000,26000
2026-05-04 02:14,여의도,보통,130000,135000
2026-05-04 02:14,연남동,여유,7000,7500
2026-05-04 02:14,영등포 타임스퀘어,보통,14000,16000
2026-05-04 02:14,용리단길,여유,4500,5000
2026-05-04 02:14,이태원 앤틱가구거리,여유,4000,4500
2026-05-04 02:14,인사동,보통,16000,18000
2026-05-04 02:14,창동 신경제 중심지,여유,32000,34000
2026-05-04 02:14,청담동 명품거리,여유,6000,6500
2026-05-04 02:14,청량리 제기동 일대 전통시장,보통,14000,16000
2026-05-04 02:14,해방촌·경리단길,여유,3500,4000
2026-05-04 02:14,DDP(동대문디자인플라자),보통,6000,6500
2026-05-04 02:14,DMC(디지털미디어시티),보통,32000,34000
2026-05-04 02:14,북창동 먹자골목,보통,12000,14000
2026-05-04 02:14,남대문시장,약간 붐빔,16000,18000
2026-05-04 02:14,익선동,여유,8500,9000
2026-05-04 02:14,잠실롯데타워·석촌호수,보통,50000,52000
2026-05-04 02:14,송리단길·호수단길,여유,5500,6000
2026-05-04 02:14,신촌 스타광장,여유,2500,3000
2026-05-04 02:14,강서한강공원,여유,100,200
2026-05-04 02:14,고척돔,여유,600,700
2026-05-04 02:14,광나루한강공원,보통,4000,4500
2026-05-04 02:14,광화문광장,보통,8000,8500
2026-05-04 02:14,국립중앙박물관·용산가족공원,약간 붐빔,3000,3500
2026-05-04 02:14,난지한강공원,여유,1500,2000
2026-05-04 02:14,남산공원,여유,12000,14000
2026-05-04 02:14,노들섬,보통,500,600
2026-05-04 02:14,뚝섬한강공원,여유,3000,3500
2026-05-04 02:14,망원한강공원,여유,1500,2000
2026-05-04 02:14,반포한강공원,여유,3500,4000
2026-05-04 02:14,북서울꿈의숲,여유,5000,5500
2026-05-04 02:14,서리풀공원·몽마르뜨공원,보통,5500,6000
2026-05-04 02:14,서울대공원,보통,10000,12000
2026-05-04 02:14,서울숲공원,보통,5500,6000
2026-05-04 02:14,아차산,여유,4500,5000
2026-05-04 02:14,양화한강공원,여유,800,900
2026-05-04 02:14,어린이대공원,여유,6500,7000
2026-05-04 02:14,여의도한강공원,여유,3000,3500
2026-05-04 02:14,월드컵공원,여유,7500,8000
2026-05-04 02:14,응봉산,여유,2000,2500
2026-05-04 02:14,이촌한강공원,여유,3000,3500
2026-05-04 02:14,잠실종합운동장,여유,2000,2500
2026-05-04 02:14,잠실한강공원,여유,2000,2500
2026-05-04 02:14,잠원한강공원,보통,2000,2500
2026-05-04 02:14,청계산,여유,1500,2000
2026-05-04 02:14,보라매공원,보통,4000,4500
2026-05-04 02:14,서대문독립공원,여유,1000,1500
2026-05-04 02:14,안양천,여유,1000,1500
2026-05-04 02:14,여의서로,여유,1000,1500
2026-05-04 02:14,올림픽공원,여유,7000,7500
2026-05-04 02:14,홍제폭포,여유,400,500
2026-05-04 02:14,송현녹지광장,여유,5000,5500
2026-05-04 02:21,강남 MICE 관광특구,보통,14000,16000
2026-05-04 02:21,동대문 관광특구,보통,30000,32000
2026-05-04 02:21,명동 관광특구,보통,84000,86000
2026-05-04 02:21,이태원 관광특구,여유,8000,8500
2026-05-04 02:21,잠실 관광특구,여유,58000,60000
2026-05-04 02:21,종로·청계 관광특구,보통,38000,40000
2026-05-04 02:21,홍대 관광특구,여유,58000,60000
2026-05-04 02:21,경복궁,보통,2000,2500
2026-05-04 02:21,광화문·덕수궁,보통,40000,42000
2026-05-04 02:21,보신각,보통,14000,16000
2026-05-04 02:21,서울 암사동 유적,여유,300,400
2026-05-04 02:21,창덕궁·종묘,보통,10000,12000
2026-05-04 02:21,가산디지털단지역,보통,26000,28000
2026-05-04 02:21,강남역,보통,66000,68000
2026-05-04 02:21,건대입구역,여유,24000,26000
2026-05-04 02:21,고덕역,여유,3000,3500
2026-05-04 02:21,고속터미널역,보통,16000,18000
2026-05-04 02:21,교대역,보통,18000,20000
2026-05-04 02:21,구로디지털단지역,보통,24000,26000
2026-05-04 02:21,구로역,여유,2500,3000
2026-05-04 02:21,군자역,여유,6500,7000
2026-05-04 02:21,대림역,여유,14000,16000
2026-05-04 02:21,동대문역,보통,9000,9500
2026-05-04 02:21,뚝섬역,여유,10000,12000
2026-05-04 02:21,미아사거리역,보통,10000,12000
2026-05-04 02:21,발산역,여유,8500,9000
2026-05-04 02:21,사당역,여유,10000,12000
2026-05-04 02:21,삼각지역,여유,1500,2000
2026-05-04 02:21,서울대입구역,여유,10000,12000
2026-05-04 02:21,서울식물원·마곡나루역,여유,7000,7500
2026-05-04 02:21,서울역,보통,20000,22000
2026-05-04 02:21,선릉역,보통,50000,52000
2026-05-04 02:21,성신여대입구역,여유,5000,5500
2026-05-04 02:21,수유역,여유,10000,12000
2026-05-04 02:21,신논현역·논현역,여유,10000,12000
2026-05-04 02:21,신도림역,보통,7000,7500
2026-05-04 02:21,신림역,여유,9000,9500
2026-05-04 02:21,신촌·이대역,여유,30000,32000
2026-05-04 02:21,양재역,여유,14000,16000
2026-05-04 02:21,역삼역,보통,34000,36000
2026-05-04 02:21,연신내역,여유,7000,7500
2026-05-04 02:21,오목교역·목동운동장,여유,58000,60000
2026-05-04 02:21,왕십리역,여유,16000,18000
2026-05-04 02:21,용산역,보통,16000,18000
2026-05-04 02:21,이태원역,여유,2500,3000
2026-05-04 02:21,장지역,보통,18000,20000
2026-05-04 02:21,장한평역,여유,10000,12000
2026-05-04 02:21,천호역,여유,8000,8500
2026-05-04 02:21,총신대입구(이수)역,여유,10000,12000
2026-05-04 02:21,충정로역,보통,7000,7500
2026-05-04 02:21,합정역,여유,9000,9500
2026-05-04 02:21,혜화역,여유,12000,14000
2026-05-04 02:21,홍대입구역(2호선),여유,14000,16000
2026-05-04 02:21,회기역,여유,9000,9500
2026-05-04 02:21,쌍문역,약간 붐빔,7000,7500
2026-05-04 02:21,신정네거리역,여유,1000,1500
2026-05-04 02:21,잠실새내역,여유,9000,9500
2026-05-04 02:21,잠실역,보통,26000,28000
2026-05-04 02:21,시의회 앞,보통,10000,12000
2026-05-04 02:21,숭례문,보통,14000,16000
2026-05-04 02:21,가락시장,여유,8500,9000
2026-05-04 02:21,가로수길,보통,24000,26000
2026-05-04 02:21,광장(전통)시장,여유,4500,5000
2026-05-04 02:21,김포공항,여유,8000,8500
2026-05-04 02:21,노량진,여유,20000,22000
2026-05-04 02:21,덕수궁길·정동길,보통,4500,5000
2026-05-04 02:21,북촌한옥마을,여유,14000,16000
2026-05-04 02:21,서촌,여유,12000,14000
2026-05-04 02:21,성수카페거리,보통,30000,32000
2026-05-04 02:21,압구정로데오거리,여유,24000,26000
2026-05-04 02:21,여의도,보통,130000,135000
2026-05-04 02:21,연남동,여유,7000,7500
2026-05-04 02:21,영등포 타임스퀘어,보통,14000,16000
2026-05-04 02:21,용리단길,여유,4500,5000
2026-05-04 02:21,이태원 앤틱가구거리,여유,4000,4500
2026-05-04 02:21,인사동,보통,16000,18000
2026-05-04 02:21,창동 신경제 중심지,여유,32000,34000
2026-05-04 02:21,청담동 명품거리,여유,5500,6000
2026-05-04 02:21,청량리 제기동 일대 전통시장,보통,14000,16000
2026-05-04 02:21,해방촌·경리단길,여유,3500,4000
2026-05-04 02:21,DDP(동대문디자인플라자),보통,6000,6500
2026-05-04 02:21,DMC(디지털미디어시티),보통,32000,34000
2026-05-04 02:21,북창동 먹자골목,보통,12000,14000
2026-05-04 02:21,남대문시장,약간 붐빔,16000,18000
2026-05-04 02:21,익선동,여유,8500,9000
2026-05-04 02:21,잠실롯데타워·석촌호수,보통,50000,52000
2026-05-04 02:21,송리단길·호수단길,여유,6000,6500
2026-05-04 02:21,신촌 스타광장,여유,2500,3000
2026-05-04 02:21,강서한강공원,여유,100,200
2026-05-04 02:21,고척돔,여유,600,700
2026-05-04 02:21,광나루한강공원,보통,4500,5000
2026-05-04 02:21,광화문광장,보통,8500,9000
2026-05-04 02:21,국립중앙박물관·용산가족공원,약간 붐빔,3000,3500
2026-05-04 02:21,난지한강공원,여유,1500,2000
2026-05-04 02:21,남산공원,여유,14000,16000
2026-05-04 02:21,노들섬,보통,600,700
2026-05-04 02:21,뚝섬한강공원,여유,3500,4000
2026-05-04 02:21,망원한강공원,여유,1500,2000
2026-05-04 02:21,반포한강공원,여유,3500,4000
2026-05-04 02:21,북서울꿈의숲,여유,5000,5500
2026-05-04 02:21,서리풀공원·몽마르뜨공원,약간 붐빔,5500,6000
2026-05-04 02:21,서울대공원,약간 붐빔,10000,12000
2026-05-04 02:21,서울숲공원,보통,5500,6000
2026-05-04 02:21,아차산,여유,5000,5500
2026-05-04 02:21,양화한강공원,여유,800,900
2026-05-04 02:21,어린이대공원,보통,6500,7000
2026-05-04 02:21,여의도한강공원,여유,3000,3500
2026-05-04 02:21,월드컵공원,여유,7500,8000
2026-05-04 02:21,응봉산,여유,2500,3000
2026-05-04 02:21,이촌한강공원,여유,2500,3000
2026-05-04 02:21,잠실종합운동장,여유,2000,2500
2026-05-04 02:21,잠실한강공원,여유,2000,2500
2026-05-04 02:21,잠원한강공원,여유,1500,2000
2026-05-04 02:21,청계산,보통,1500,2000
2026-05-04 02:21,보라매공원,보통,4000,4500
2026-05-04 02:21,서대문독립공원,여유,1000,1500
2026-05-04 02:21,안양천,여유,1000,1500
2026-05-04 02:21,여의서로,여유,1000,1500
2026-05-04 02:21,올림픽공원,여유,7500,8000
2026-05-04 02:21,홍제폭포,여유,400,500
2026-05-04 02:21,송현녹지광장,여유,5500,6000
2026-05-04 03:05,강남 MICE 관광특구,보통,16000,18000
2026-05-04 03:05,동대문 관광특구,보통,32000,34000
2026-05-04 03:05,명동 관광특구,보통,92000,94000
2026-05-04 03:05,이태원 관광특구,여유,9500,10000
2026-05-04 03:05,잠실 관광특구,약간 붐빔,68000,70000
2026-05-04 03:05,종로·청계 관광특구,보통,42000,44000
2026-05-04 03:05,홍대 관광특구,여유,64000,66000
2026-05-04 03:05,경복궁,보통,2500,3000
2026-05-04 03:05,광화문·덕수궁,보통,48000,50000
2026-05-04 03:05,보신각,보통,14000,16000
2026-05-04 03:05,서울 암사동 유적,여유,300,400
2026-05-04 03:05,창덕궁·종묘,보통,10000,12000
2026-05-04 03:05,가산디지털단지역,보통,30000,32000
2026-05-04 03:05,강남역,보통,72000,74000
2026-05-04 03:05,건대입구역,여유,26000,28000
2026-05-04 03:05,고덕역,여유,3000,3500
2026-05-04 03:05,고속터미널역,약간 붐빔,20000,22000
2026-05-04 03:05,교대역,보통,20000,22000
2026-05-04 03:05,구로디지털단지역,보통,28000,30000
2026-05-04 03:05,구로역,여유,2000,2500
2026-05-04 03:05,군자역,여유,6500,7000
2026-05-04 03:05,대림역,여유,14000,16000
2026-05-04 03:05,동대문역,붐빔,10000,12000
2026-05-04 03:05,뚝섬역,보통,12000,14000
2026-05-04 03:05,미아사거리역,여유,10000,12000
2026-05-04 03:05,발산역,약간 붐빔,9500,10000
2026-05-04 03:05,사당역,여유,12000,14000
2026-05-04 03:05,삼각지역,여유,2000,2500
2026-05-04 03:05,서울대입구역,여유,10000,12000
2026-05-04 03:05,서울식물원·마곡나루역,여유,7000,7500
2026-05-04 03:05,서울역,보통,22000,24000
2026-05-04 03:05,선릉역,보통,54000,56000
2026-05-04 03:05,성신여대입구역,여유,6000,6500
2026-05-04 03:05,수유역,여유,10000,12000
2026-05-04 03:05,신논현역·논현역,보통,12000,14000
2026-05-04 03:05,신도림역,보통,8000,8500
2026-05-04 03:05,신림역,여유,9500,10000
2026-05-04 03:05,신촌·이대역,여유,30000,32000
2026-05-04 03:05,양재역,보통,16000,18000
2026-05-04 03:05,역삼역,보통,36000,38000
2026-05-04 03:05,연신내역,여유,7500,8000
2026-05-04 03:05,오목교역·목동운동장,여유,58000,60000
2026-05-04 03:05,왕십리역,여유,16000,18000
2026-05-04 03:05,용산역,보통,18000,20000
2026-05-04 03:05,이태원역,여유,3500,4000
2026-05-04 03:05,장지역,보통,16000,18000
2026-05-04 03:05,장한평역,여유,10000,12000
2026-05-04 03:05,천호역,여유,8500,9000
2026-05-04 03:05,총신대입구(이수)역,여유,10000,12000
2026-05-04 03:05,충정로역,보통,7000,7500
2026-05-04 03:05,합정역,여유,9000,9500
2026-05-04 03:05,혜화역,보통,14000,16000
2026-05-04 03:05,홍대입구역(2호선),보통,16000,18000
2026-05-04 03:05,회기역,여유,10000,12000
2026-05-04 03:05,쌍문역,약간 붐빔,7000,7500
2026-05-04 03:05,신정네거리역,여유,1500,2000
2026-05-04 03:05,잠실새내역,여유,10000,12000
2026-05-04 03:05,잠실역,약간 붐빔,32000,34000
2026-05-04 03:05,시의회 앞,보통,12000,14000
2026-05-04 03:05,숭례문,보통,14000,16000
2026-05-04 03:05,가락시장,여유,8500,9000
2026-05-04 03:05,가로수길,보통,26000,28000
2026-05-04 03:05,광장(전통)시장,보통,4500,5000
2026-05-04 03:05,김포공항,여유,10000,12000
2026-05-04 03:05,노량진,여유,18000,20000
2026-05-04 03:05,덕수궁길·정동길,보통,5000,5500
2026-05-04 03:05,북촌한옥마을,보통,16000,18000
2026-05-04 03:05,서촌,보통,14000,16000
2026-05-04 03:05,성수카페거리,보통,34000,36000
2026-05-04 03:05,압구정로데오거리,여유,26000,28000
2026-05-04 03:05,여의도,보통,145000,150000
2026-05-04 03:05,연남동,여유,8000,8500
2026-05-04 03:05,영등포 타임스퀘어,보통,16000,18000
2026-05-04 03:05,용리단길,여유,4500,5000
2026-05-04 03:05,이태원 앤틱가구거리,여유,4000,4500
2026-05-04 03:05,인사동,보통,20000,22000
2026-05-04 03:05,창동 신경제 중심지,보통,34000,36000
2026-05-04 03:05,청담동 명품거리,여유,6000,6500
2026-05-04 03:05,청량리 제기동 일대 전통시장,보통,16000,18000
2026-05-04 03:05,해방촌·경리단길,여유,3500,4000
2026-05-04 03:05,DDP(동대문디자인플라자),약간 붐빔,7500,8000
2026-05-04 03:05,DMC(디지털미디어시티),약간 붐빔,36000,38000
2026-05-04 03:05,북창동 먹자골목,보통,12000,14000
2026-05-04 03:05,남대문시장,약간 붐빔,18000,20000
2026-05-04 03:05,익선동,여유,10000,12000
2026-05-04 03:05,잠실롯데타워·석촌호수,약간 붐빔,60000,62000
2026-05-04 03:05,송리단길·호수단길,여유,6500,7000
2026-05-04 03:05,신촌 스타광장,여유,2500,3000
2026-05-04 03:05,강서한강공원,여유,100,200
2026-05-04 03:05,고척돔,여유,600,700
2026-05-04 03:05,광나루한강공원,보통,4000,4500
2026-05-04 03:05,광화문광장,보통,10000,12000
2026-05-04 03:05,국립중앙박물관·용산가족공원,약간 붐빔,3500,4000
2026-05-04 03:05,난지한강공원,여유,2000,2500
2026-05-04 03:05,남산공원,보통,14000,16000
2026-05-04 03:05,노들섬,약간 붐빔,800,900
2026-05-04 03:05,뚝섬한강공원,여유,3500,4000
2026-05-04 03:05,망원한강공원,보통,1500,2000
2026-05-04 03:05,반포한강공원,여유,3500,4000
2026-05-04 03:05,북서울꿈의숲,여유,5000,5500
2026-05-04 03:05,서리풀공원·몽마르뜨공원,약간 붐빔,5500,6000
2026-05-04 03:05,서울대공원,약간 붐빔,14000,16000
2026-05-04 03:05,서울숲공원,약간 붐빔,7500,8000
2026-05-04 03:05,아차산,여유,5000,5500
2026-05-04 03:05,양화한강공원,여유,900,1000
2026-05-04 03:05,어린이대공원,보통,7000,7500
2026-05-04 03:05,여의도한강공원,여유,3500,4000
2026-05-04 03:05,월드컵공원,여유,8000,8500
2026-05-04 03:05,응봉산,여유,2000,2500
2026-05-04 03:05,이촌한강공원,여유,3000,3500
2026-05-04 03:05,잠실종합운동장,여유,2500,3000
2026-05-04 03:05,잠실한강공원,여유,2000,2500
2026-05-04 03:05,잠원한강공원,보통,2000,2500
2026-05-04 03:05,청계산,보통,2000,2500
2026-05-04 03:05,보라매공원,보통,4000,4500
2026-05-04 03:05,서대문독립공원,여유,1000,1500
2026-05-04 03:05,안양천,여유,1000,1500
2026-05-04 03:05,여의서로,여유,1000,1500
2026-05-04 03:05,올림픽공원,여유,7500,8000
2026-05-04 03:05,홍제폭포,여유,400,500
2026-05-04 03:05,송현녹지광장,여유,6000,6500
